Index,STNAME,CTYNAME,STCODE,CTYCODE,Cases2000,Cases2001,Cases2002,Cases2003,Cases2004,Cases2005,Cases2006,Cases2007,Cases2008,Cases2009,Cases2010,Cases2011,Cases2012,Cases2013,Cases2014,"Less than a high school diploma, 2009-2013","High school diploma only, 2009-2013","Some college or associate's degree, 2009-2013","Bachelor's degree or higher, 2009-2013","Percent of adults with less than a high school diploma, 2009-2013","Percent of adults with a high school diploma only, 2009-2013","Percent of adults completing some college or associate's degree, 2009-2013","Percent of adults with a bachelor's degree or higher, 2009-2013",Civilian_labor_force_2013,Employed_2013,Unemployed_2013,Unemployment_rate_2013,Civilian_labor_force_2014,Employed_2014,Unemployed_2014,Unemployment_rate_2014,Median_Household_Income_2013
Virginia-Montgomery County,Virginia,Montgomery County,51,121,3,1,2,0,0,2,1,4,24,13,33,11,44,54,72,"5,254","11,566","12,288","21,423",10,23,24,42,"49,775","46,966","2,809",6,"50,249","47,713","2,536",5,"46,024"
Virginia-Nelson County,Virginia,Nelson County,51,125,0,0,0,0,0,0,0,1,2,6,7,5,3,5,7,"2,138","3,605","2,403","2,964",19,32,22,27,"7,374","6,968",406,6,"7,519","7,155",364,5,"45,990"
Virginia-New Kent County,Virginia,New Kent County,51,127,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,"1,503","4,488","4,283","3,112",11,34,32,23,"10,809","10,263",546,5,"10,944","10,450",494,5,"72,150"
Virginia-Northampton County,Virginia,Northampton County,51,131,2,1,5,5,7,2,0,3,8,6,2,5,2,1,1,"1,997","3,214","2,069","1,841",22,35,23,20,"6,043","5,497",546,9,"6,080","5,628",452,7,"36,211"
Virginia-Northumberland County,Virginia,Northumberland County,51,133,0,0,1,0,0,0,0,1,1,4,0,0,1,2,1,"1,400","3,015","3,153","2,146",14,31,32,22,"5,703","5,281",422,7,"5,671","5,271",400,7,"49,054"
Virginia-Nottoway County,Virginia,Nottoway County,51,135,0,0,0,0,0,0,0,1,0,1,0,0,3,0,3,"2,936","4,318","2,617","1,352",26,38,23,12,"7,087","6,660",427,6,"7,100","6,715",385,5,"34,805"
Virginia-Orange County,Virginia,Orange County,51,137,0,0,0,0,0,1,1,4,5,2,1,3,7,5,4,"3,601","8,144","6,881","5,325",15,34,29,22,"16,146","15,196",950,6,"16,234","15,386",848,5,"60,829"
Virginia-Page County,Virginia,Page County,51,139,1,0,0,2,0,0,2,1,0,4,7,9,6,9,12,"4,173","7,254","3,696","1,947",24,42,22,11,"11,978","10,866","1,112",9,"11,922","10,959",963,8,"41,070"
Virginia-Patrick County,Virginia,Patrick County,51,141,0,0,0,0,0,0,0,0,1,0,0,0,0,2,5,"3,398","4,621","4,241","1,473",25,34,31,11,"7,798","7,171",627,8,"7,764","7,259",505,7,"34,654"
Virginia-Pittsylvania County,Virginia,Pittsylvania County,51,143,2,1,0,0,0,0,0,0,0,2,1,1,8,5,5,"9,510","16,255","13,416","6,234",21,36,30,14,"30,481","28,365","2,116",7,"30,418","28,502","1,916",6,"40,608"
Virginia-Powhatan County,Virginia,Powhatan County,51,145,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,"2,822","5,690","6,002","5,524",14,28,30,28,"13,592","12,902",690,5,"13,761","13,138",623,5,"74,820"
Virginia-Prince Edward County,Virginia,Prince Edward County,51,147,0,0,0,0,0,1,0,1,0,0,1,3,1,1,1,"2,625","4,596","2,762","2,804",21,36,22,22,"10,016","9,172",844,8,"9,831","9,060",771,8,"39,077"
Virginia-Prince George County,Virginia,Prince George County,51,149,0,0,1,2,3,4,1,3,0,2,1,1,3,1,0,"3,497","8,556","8,380","4,457",14,34,34,18,"14,767","13,741","1,026",7,"14,925","13,998",927,6,"65,625"
Virginia-Prince William County,Virginia,Prince William County,51,153,6,13,23,22,26,26,30,78,68,45,25,27,29,53,49,"28,508","55,306","77,691","99,479",11,21,30,38,"231,521","219,569","11,952",5,"232,150","220,999","11,151",5,"93,671"
Virginia-Pulaski County,Virginia,Pulaski County,51,155,0,0,0,1,0,0,0,3,2,6,20,1,21,28,42,"4,645","8,338","8,399","4,134",18,33,33,16,"16,884","15,615","1,269",8,"16,871","15,862","1,009",6,"43,555"
Virginia-Rappahannock County,Virginia,Rappahannock County,51,157,0,0,0,4,0,0,2,6,3,5,5,1,10,6,3,937,"1,425","1,353","1,782",17,26,25,32,"3,924","3,724",200,5,"3,925","3,742",183,5,"60,945"
Virginia-Richmond County,Virginia,Richmond County,51,159,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,"1,818","2,773","1,502",858,26,40,22,12,"3,955","3,704",251,6,"4,019","3,796",223,6,"42,738"
Virginia-Roanoke County,Virginia,Roanoke County,51,161,0,0,1,0,0,1,0,1,1,1,2,2,5,13,12,"6,035","17,619","20,579","21,883",9,27,31,33,"49,936","47,437","2,499",5,"50,391","48,107","2,284",5,"57,663"
Virginia-Rockbridge County,Virginia,Rockbridge County,51,163,0,0,0,0,0,1,2,0,2,5,4,0,4,0,12,"2,573","6,320","3,776","3,823",16,38,23,23,"10,437","9,834",603,6,"10,241","9,691",550,5,"46,882"
Virginia-Rockingham County,Virginia,Rockingham County,51,165,1,2,0,2,2,0,1,8,10,14,25,24,28,24,28,"9,998","19,169","10,568","12,138",19,37,20,23,"40,709","38,650","2,059",5,"40,800","38,922","1,878",5,"55,636"
Virginia-Russell County,Virginia,Russell County,51,167,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"5,254","7,696","5,617","2,180",25,37,27,11,"11,631","10,644",987,9,"11,307","10,406",901,8,"36,107"
Virginia-Scott County,Virginia,Scott County,51,169,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"4,237","6,503","4,270","1,842",25,39,25,11,"10,040","9,327",713,7,"9,998","9,413",585,6,"38,336"
Virginia-Shenandoah County,Virginia,Shenandoah County,51,171,0,1,0,0,0,0,0,3,16,11,21,16,22,18,9,"4,621","11,816","7,607","5,954",15,39,25,20,"20,986","19,810","1,176",6,"21,300","20,237","1,063",5,"47,874"
Virginia-Smyth County,Virginia,Smyth County,51,173,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"4,600","8,907","5,911","3,427",20,39,26,15,"13,413","12,217","1,196",9,"13,422","12,381","1,041",8,"37,475"
Virginia-Southampton County,Virginia,Southampton County,51,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,927","4,531","4,008","1,810",22,34,30,14,"9,268","8,744",524,6,"9,157","8,698",459,5,"46,547"
Virginia-Spotsylvania County,Virginia,Spotsylvania County,51,177,2,2,10,2,1,1,3,12,10,7,3,3,12,21,14,"8,730","25,570","23,146","22,527",11,32,29,28,"64,272","60,567","3,705",6,"64,372","60,950","3,422",5,"73,112"
Virginia-Stafford County,Virginia,Stafford County,51,179,3,1,5,1,3,3,2,12,5,4,5,5,15,15,8,"6,061","20,312","25,845","29,603",7,25,32,36,"66,219","62,490","3,729",6,"66,378","62,895","3,483",5,"93,014"
Virginia-Surry County,Virginia,Surry County,51,181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"1,099","1,677","1,355",827,22,34,27,17,"3,638","3,375",263,7,"3,684","3,460",224,6,"50,554"
Virginia-Sussex County,Virginia,Sussex County,51,183,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2,738","3,470","1,980",941,30,38,22,10,"4,184","3,806",378,9,"4,161","3,852",309,7,"38,948"
Virginia-Tazewell County,Virginia,Tazewell County,51,185,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,"7,408","11,205","9,468","4,160",23,35,29,13,"17,693","16,184","1,509",9,"17,303","15,913","1,390",8,"38,336"
Virginia-Warren County,Virginia,Warren County,51,187,3,4,2,3,0,5,3,23,48,5,40,24,35,25,25,"4,123","9,597","6,747","5,288",16,37,26,21,"20,117","18,898","1,219",6,"20,128","19,015","1,113",6,"56,291"
Virginia-Washington County,Virginia,Washington County,51,191,0,0,0,0,0,0,0,2,1,0,0,1,1,1,1,"6,665","13,022","11,112","8,817",17,33,28,22,"27,900","26,127","1,773",6,"27,983","26,380","1,603",6,"42,242"
Virginia-Westmoreland County,Virginia,Westmoreland County,51,193,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2,650","4,833","3,299","1,895",21,38,26,15,"9,113","8,494",619,7,"9,073","8,499",574,6,"45,927"
Virginia-Wise County,Virginia,Wise County,51,195,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"7,700","9,305","7,699","3,717",27,33,27,13,"15,101","13,570","1,531",10,"14,415","13,064","1,351",9,"37,490"
Virginia-Wythe County,Virginia,Wythe County,51,197,0,0,0,0,0,1,0,0,0,2,1,1,5,13,16,"3,871","7,634","6,424","3,168",18,36,30,15,"14,014","12,939","1,075",8,"13,859","12,974",885,6,"41,168"
Virginia-York County,Virginia,York County,51,199,0,0,0,3,3,3,3,5,3,2,2,2,2,3,1,"2,198","8,888","13,953","18,128",5,21,32,42,"31,906","30,193","1,713",5,"31,977","30,374","1,603",5,"78,327"
Virginia-Alexandria city,Virginia,Alexandria city,51,510,0,1,4,6,0,1,3,9,7,8,10,4,3,12,17,"9,589","13,281","19,247","66,999",9,12,18,61,"93,843","90,092","3,751",4,"94,209","90,681","3,528",4,"85,562"
Virginia-Bedford city,Virginia,Bedford city,51,515,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,605,"1,440","1,260","1,101",14,33,29,25,"38,317","36,136","2,181",6,"38,497","36,537","1,960",5,"56,888"
Virginia-Bristol city,Virginia,Bristol city,51,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,309","4,318","3,451","2,450",18,34,28,20,"7,849","7,294",555,7,"7,870","7,368",502,6,"35,167"
Virginia-Buena Vista city,Virginia,Buena Vista city,51,530,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,999,"1,674","1,027",648,23,39,24,15,"3,318","3,096",222,7,"3,313","3,122",191,6,"36,915"
Virginia-Charlottesville city,Virginia,Charlottesville city,51,540,0,0,0,0,0,0,0,1,5,15,9,9,9,4,6,"3,012","5,705","4,128","12,769",12,22,16,50,"23,452","22,354","1,098",5,"24,106","23,075","1,031",4,"45,320"
Virginia-Chesapeake city,Virginia,Chesapeake city,51,550,1,2,7,5,2,1,3,11,7,5,8,2,6,5,5,"14,463","38,143","51,625","43,099",10,26,35,29,"116,588","109,710","6,878",6,"116,496","110,362","6,134",5,"66,516"
Virginia-Colonial Heights city,Virginia,Colonial Heights city,51,570,0,0,1,1,1,0,0,0,1,0,0,0,1,3,1,"1,355","4,443","3,757","2,463",11,37,31,20,"8,678","8,117",561,7,"8,773","8,270",503,6,"49,715"
Virginia-Covington city,Virginia,Covington city,51,580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,848,"1,498","1,313",333,21,38,33,8,"2,569","2,352",217,8,"2,505","2,304",201,8,"33,904"
Virginia-Danville city,Virginia,Danville city,51,590,0,1,0,0,0,0,1,0,0,2,0,3,2,2,4,"6,531","8,614","9,287","5,073",22,29,31,17,"19,846","17,906","1,940",10,"19,714","18,004","1,710",9,"30,940"
Virginia-Emporia city,Virginia,Emporia city,51,595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,134","1,224",970,634,29,31,24,16,"2,387","2,153",234,10,"2,334","2,142",192,8,"32,676"
Virginia-Fairfax city,Virginia,Fairfax city,51,600,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"1,288","2,572","3,849","8,308",8,16,24,52,"13,139","12,593",546,4,"13,212","12,675",537,4,"89,507"
Virginia-Falls Church city,Virginia,Falls Church city,51,610,0,0,0,0,0,0,0,0,1,2,0,2,0,2,0,230,915,"1,055","6,392",3,11,12,74,"7,856","7,551",305,4,"7,884","7,601",283,4,"117,452"
Virginia-Franklin city,Virginia,Franklin city,51,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,168","1,484","1,853","1,169",21,26,33,21,"3,698","3,359",339,9,"3,620","3,334",286,8,"36,326"
Virginia-Fredericksburg city,Virginia,Fredericksburg city,51,630,0,0,1,0,3,1,1,1,0,0,0,0,3,3,6,"1,438","3,783","4,370","5,186",10,26,30,35,"13,783","12,902",881,6,"13,814","12,987",827,6,"48,152"
Virginia-Galax city,Virginia,Galax city,51,640,0,0,0,0,0,0,0,1,0,0,0,0,1,3,6,"1,229","1,689","1,430",739,24,33,28,15,"3,021","2,765",256,9,"2,998","2,782",216,7,"33,737"
Virginia-Hampton city,Virginia,Hampton city,51,650,1,0,2,1,3,5,2,1,2,3,0,0,2,2,3,"9,570","24,562","34,931","19,995",11,28,39,22,"65,919","61,047","4,872",7,"65,819","61,413","4,406",7,"45,293"
Virginia-Harrisonburg city,Virginia,Harrisonburg city,51,660,0,0,0,0,0,0,0,1,3,4,2,6,3,3,2,"4,177","5,748","4,753","7,955",18,25,21,35,"24,081","22,460","1,621",7,"24,121","22,655","1,466",6,"37,588"
Virginia-Hopewell city,Virginia,Hopewell city,51,670,1,0,0,0,0,0,0,1,0,0,0,2,0,0,1,"3,438","5,678","4,170","1,503",23,38,28,10,"9,651","8,734",917,10,"9,744","8,900",844,9,"39,440"
Virginia-Lexington city,Virginia,Lexington city,51,678,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,500,459,388,962,22,20,17,42,"2,260","2,065",195,9,"2,227","2,050",177,8,"41,521"
Virginia-Lynchburg city,Virginia,Lynchburg city,51,680,0,0,1,0,1,7,8,12,2,0,27,34,31,22,14,"6,084","11,311","12,429","13,537",14,26,29,31,"35,824","33,287","2,537",7,"35,955","33,672","2,283",6,"39,918"
Virginia-Manassas city,Virginia,Manassas city,51,683,0,0,0,0,0,0,0,0,0,3,1,1,1,3,0,"4,234","6,254","6,833","6,984",17,26,28,29,"22,277","21,088","1,189",5,"22,330","21,227","1,103",5,"70,133"
Virginia-Manassas Park city,Virginia,Manassas Park city,51,685,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,"1,599","2,400","2,921","2,427",17,26,31,26,"8,823","8,376",447,5,"8,831","8,431",400,5,"71,742"
Virginia-Martinsville city,Virginia,Martinsville city,51,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2,165","2,797","3,110","1,621",22,29,32,17,"5,711","5,070",641,11,"5,559","5,006",553,10,"31,046"
Virginia-Newport News city,Virginia,Newport News city,51,700,2,1,4,3,1,5,1,5,5,3,1,2,6,0,1,"12,287","32,722","41,329","27,069",11,29,36,24,"90,615","84,534","6,081",7,"90,692","85,047","5,645",6,"47,421"
Virginia-Norfolk city,Virginia,Norfolk city,51,710,0,1,1,3,2,3,1,1,2,1,1,1,1,4,4,"20,433","39,482","49,144","37,018",14,27,34,25,"113,001","105,150","7,851",7,"112,971","105,789","7,182",6,"42,949"
Virginia-Norton city,Virginia,Norton city,51,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494,606,"1,006",543,19,23,38,20,"1,875","1,718",157,8,"1,812","1,670",142,8,"32,303"
Virginia-Petersburg city,Virginia,Petersburg city,51,730,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,"5,761","7,555","5,338","3,258",26,34,24,15,"13,804","12,197","1,607",12,"13,909","12,428","1,481",11,"32,623"
Virginia-Poquoson city,Virginia,Poquoson city,51,735,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,607,"1,970","2,653","3,096",7,24,32,37,"6,360","6,045",315,5,"6,364","6,076",288,5,"82,815"
Virginia-Portsmouth city,Virginia,Portsmouth city,51,740,2,1,5,1,1,0,0,2,0,1,1,0,0,1,0,"11,081","18,901","20,770","12,299",18,30,33,20,"45,499","41,873","3,626",8,"45,364","42,128","3,236",7,"43,041"
Virginia-Radford city,Virginia,Radford city,51,750,0,0,0,0,0,0,0,0,0,2,14,1,9,8,9,888,"1,334","2,326","2,150",13,20,35,32,"8,355","7,727",628,8,"8,411","7,853",558,7,"34,635"
Virginia-Richmond city,Virginia,Richmond city,51,760,1,0,3,0,4,0,2,6,2,6,1,2,0,3,13,"25,066","31,045","32,170","47,057",19,23,24,35,"110,703","103,189","7,514",7,"111,992","105,134","6,858",6,"39,249"
Virginia-Roanoke city,Virginia,Roanoke city,51,770,0,0,0,0,0,0,1,0,1,0,1,5,4,5,2,"12,318","20,198","19,197","15,974",18,30,28,24,"49,885","46,568","3,317",7,"50,175","47,230","2,945",6,"37,223"
Virginia-Salem city,Virginia,Salem city,51,775,0,0,0,0,0,0,0,2,0,0,2,1,0,1,1,"1,844","4,979","4,675","5,125",11,30,28,31,"13,077","12,317",760,6,"13,166","12,494",672,5,"47,837"
Virginia-Staunton city,Virginia,Staunton city,51,790,0,0,0,0,0,0,0,2,2,0,4,5,10,10,14,"2,604","5,416","4,149","4,727",15,32,25,28,"11,978","11,285",693,6,"12,010","11,390",620,5,"39,712"
Virginia-Suffolk city,Virginia,Suffolk city,51,800,1,0,1,2,2,1,3,2,0,0,2,0,0,2,1,"7,139","16,215","17,758","14,612",13,29,32,26,"42,071","39,417","2,654",6,"42,076","39,648","2,428",6,"59,468"
Virginia-Virginia Beach city,Virginia,Virginia Beach city,51,810,2,2,1,0,0,1,0,8,1,0,2,4,9,8,11,"18,641","67,054","109,160","95,637",6,23,38,33,"231,513","219,024","12,489",5,"231,784","220,342","11,442",5,"62,509"
Virginia-Waynesboro city,Virginia,Waynesboro city,51,820,0,0,0,0,0,0,0,1,1,1,2,3,1,5,6,"2,364","5,731","3,574","2,761",16,40,25,19,"10,049","9,442",607,6,"10,071","9,533",538,5,"42,434"
Virginia-Williamsburg city,Virginia,Williamsburg city,51,830,1,2,5,2,7,2,11,1,3,2,5,3,7,0,0,581,"1,331","1,600","3,478",8,19,23,50,"6,896","6,363",533,8,"6,891","6,403",488,7,"47,880"
Virginia-Winchester city,Virginia,Winchester city,51,840,0,0,0,0,0,0,0,2,2,0,7,9,12,8,14,"2,822","5,189","4,401","4,960",16,30,25,29,"14,384","13,556",828,6,"14,501","13,775",726,5,"43,943"
Virginia-Virginia,Virginia,Virginia,51,999,0,0,0,0,0,0,0,2,7,58,199,93,0,94,46,"681,186","1,365,578","1,470,141","1,911,033",13,25,27,35,"4,245,678","4,004,513","241,165",6,"4,261,175","4,041,105","220,070",5,"62,745"
Washington-Adams County,Washington,Adams County,53,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3,555","2,600","2,763","1,450",34,25,27,14,"8,394","7,654",740,9,"8,547","7,883",664,8,"45,171"
Washington-Asotin County,Washington,Asotin County,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,591","5,228","5,794","2,722",10,34,38,18,"9,846","9,119",727,7,"9,735","9,153",582,6,"42,842"
Washington-Benton County,Washington,Benton County,53,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"13,205","27,759","40,421","33,022",12,24,35,29,"90,100","82,078","8,022",9,"89,990","83,098","6,892",8,"59,264"
Washington-Chelan County,Washington,Chelan County,53,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"8,179","14,548","14,278","11,601",17,30,29,24,"40,280","37,362","2,918",7,"40,960","38,357","2,603",6,"50,033"
Washington-Clallam County,Washington,Clallam County,53,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"4,662","14,596","21,380","12,954",9,27,40,24,"27,255","24,644","2,611",10,"26,939","24,623","2,316",9,"46,531"
Washington-Clark County,Washington,Clark County,53,11,0,0,1,1,1,0,0,1,3,1,2,1,2,0,1,"24,620","74,453","110,710","73,648",9,26,39,26,"209,801","189,986","19,815",9,"208,909","192,505","16,404",8,"57,886"
Washington-Columbia County,Washington,Columbia County,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,836,"1,230",514,14,28,41,17,"1,772","1,622",150,9,"1,764","1,628",136,8,"42,332"
Washington-Cowlitz County,Washington,Cowlitz County,53,15,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,"8,729","21,288","28,731","10,726",13,31,41,15,"43,310","38,961","4,349",10,"44,048","40,351","3,697",8,"48,447"
Washington-Douglas County,Washington,Douglas County,53,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4,928","6,934","8,922","4,334",20,28,36,17,"18,833","17,303","1,530",8,"19,278","17,890","1,388",7,"49,293"
Washington-Ferry County,Washington,Ferry County,53,19,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,707,"1,810","2,040",873,13,33,38,16,"2,482","2,145",337,14,"2,470","2,181",289,12,"38,302"
